Fecha de pago,Identificacion- NIT,Nombre Razon Social,Descripcion,Fuente,Valor,Concepto Pago,Ordenes de Pago
29/01/2015,899999414,MUNICIPIO DE CHOACHI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,3586241.0,GIRO SGP SALUD PUBLICA VIG 2014,9209215
29/01/2015,899999364,MUNICIPIO DE FOMEQUE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,7040385.0,GIRO SGP SALUD PUBLICA VIG 2014,9209315
29/01/2015,891855015,MUNICIPIO PAZ DE RIO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,1974113.0,GIRO SGP SALUD PUBLICA VIG 2014,9209415
29/01/2015,800099199,MUNICIPIO DE BELEN,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,4274409.0,GIRO SGP SALUD PUBLICA VIG 2014,9209515
29/01/2015,800096807,MUNICIPIO DE TIERRALTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CORDOBA,Nación,101815268.0,GIRO SGP SALUD PUBLICA VIG 2014,9209615
29/01/2015,800037175,MUNICIPIO DE SAN JUAN NEPOMUCENO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,20924321.0,GIRO SGP SALUD PUBLICA VIG 2014,9209715
29/01/2015,890480643,MUNICIPIO DE MOMPOS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,27592392.0,GIRO SGP SALUD PUBLICA VIG 2014,9209815
29/01/2015,800095986,MUNICIPIO DE SILVIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAUCA,Nación,13637309.0,GIRO SGP SALUD PUBLICA VIG 2014,9209915
29/01/2015,800095983,MUNICIPIO DE ROSAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAUCA,Nación,6558592.0,GIRO SGP SALUD PUBLICA VIG 2014,9210015
29/01/2015,891500742,MUNICIPIO DE TIMBIO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAUCA,Nación,12965565.0,GIRO SGP SALUD PUBLICA VIG 2014,9210115
29/01/2015,892099183,MUNICIPIO DE FUENTE DE ORO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DEL META,Nación,12192927.0,GIRO SGP SALUD PUBLICA VIG 2014,9210215
29/01/2015,800103198,MUNICIPIO DE MIRAFLORES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE GUAVIARE,Nación,49507084.0,GIRO SGP SALUD PUBLICA VIG 2014,9210315
29/01/2015,892115015,DEPARTAMENTO DE LA GUAJIRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE GUAJIRA,Nación,551188599.0,GIRO SGP SALUD PUBLICA VIG 2014,9210415
29/01/2015,818000395,MUNICIPIO DE ATRATO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CHOCO,Nación,8670780.0,GIRO SGP SALUD PUBLICA VIG 2014,9210515
29/01/2015,891680055,MUNICIPIO DE BAGADO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CHOCO,Nación,13446558.0,GIRO SGP SALUD PUBLICA VIG 2014,9210615
29/01/2015,818001202,MUNICIPIO DE CERTEGUI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CHOCO,Nación,9061996.0,GIRO SGP SALUD PUBLICA VIG 2014,9210715
29/01/2015,890801130,MUNICIPIO DE LA DORADA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CALDAS,Nación,38335570.0,GIRO SGP SALUD PUBLICA VIG 2014,9210815
29/01/2015,890701342,MUNICIPIO DE MARIQUITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,19435928.0,GIRO SGP SALUD PUBLICA VIG 2014,9210915
29/01/2015,890700982,ALCALDIA MUNICIPAL DE ARMERO GUAYABAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,8388409.0,GIRO SGP SALUD PUBLICA VIG 2014,9211015
29/01/2015,800113389,ALCALDIA MUNICIPAL DE IBAGUE,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,249176422.0,GIRO SGP SALUD PUBLICA VIG 2014,9211115
29/01/2015,890205677,ALCALDIA MUNICIPAL DE VELEZ,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,7871974.0,GIRO SGP SALUD PUBLICA VIG 2014,9211215
29/01/2015,890208947,MUNICIPIO DE CONFINES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1895184.0,GIRO SGP SALUD PUBLICA VIG 2014,9211315
29/01/2015,891680080,MUNICIPIO DE SAN JOSE DEL PALMAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CHOCO,Nación,5127255.0,GIRO SGP SALUD PUBLICA VIG 2014,9211415
29/01/2015,800102906,MUNICIPIO DE SANTIAGO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE PUTUMAYO,Nación,5905766.0,GIRO SGP SALUD PUBLICA VIG 2014,9211515
29/01/2015,891201645,MUNICIPIO DE SIBUNDOY,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE PUTUMAYO,Nación,4948729.0,GIRO SGP SALUD PUBLICA VIG 2014,9211615
29/01/2015,890205229,ALCALDIA MUNICIPIO DE MALAGA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,7814527.0,GIRO SGP SALUD PUBLICA VIG 2014,9211715
29/01/2015,890204890,MUNICIPIO DE SAN JOSE DE MIRANDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1920668.0,GIRO SGP SALUD PUBLICA VIG 2014,9211815
29/01/2015,899999475,MUNICIPIO DE PACHO ALCALDIA MUNICIPAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,12497882.0,GIRO SGP SALUD PUBLICA VIG 2014,9211915
29/01/2015,890112371,MUNICIPIO DE BARANOA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ATLANTICO,Nación,29458527.0,GIRO SGP SALUD PUBLICA VIG 2014,9212015
29/01/2015,899999433,MUNICIPIO DE FUNZA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,24837906.0,GIRO SGP SALUD PUBLICA VIG 2014,9212115
29/01/2015,900192833,MUNICIPIO NOROSI BOLIVAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,7095565.0,GIRO SGP SALUD PUBLICA VIG 2014,9212215
29/01/2015,892001457,MUNICIPIO DE ACACIAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DEL META,Nación,53719182.0,GIRO SGP SALUD PUBLICA VIG 2014,9212315
29/01/2015,890481447,MUNICIPIO DE RIOVIEJO DPTO DE BOLIVAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,15101165.0,GIRO SGP SALUD PUBLICA VIG 2014,9212415
29/01/2015,890480431,MUNICIPIO DE MORALES BOLIVAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,17742098.0,GIRO SGP SALUD PUBLICA VIG 2014,9212515
29/01/2015,806001274,MUNICIPIO DE REGIDOR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,7838835.0,GIRO SGP SALUD PUBLICA VIG 2014,9212615
29/01/2015,800096561,MUNICIPIO DE AGUACHICA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,59383323.0,GIRO SGP SALUD PUBLICA VIG 2014,9212715
29/01/2015,800096613,MUNICIPIO DE PELAYA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,16603065.0,GIRO SGP SALUD PUBLICA VIG 2014,9212815
29/01/2015,891855200,MUNICIPIO DE AGUAZUL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CASANARE,Nación,35220814.0,GIRO SGP SALUD PUBLICA VIG 2014,9212915
29/01/2015,899999426,MUNICIPIO DE ANOLAIMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,4679919.0,GIRO SGP SALUD PUBLICA VIG 2014,9213015
29/01/2015,890204699,MUNICIPIO DE CEPITA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,1486987.0,GIRO SGP SALUD PUBLICA VIG 2014,9213115
29/01/2015,800060525,MUNICIPIO DE PUERTO PARRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,6658043.0,GIRO SGP SALUD PUBLICA VIG 2014,9213215
29/01/2015,890984265,MUNICIPIO DE YONDO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ANTIOQUIA,Nación,17206232.0,GIRO SGP SALUD PUBLICA VIG 2014,9213315
29/01/2015,890201900,MUNICIPIO DE BARRANCABERMEJA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,131860344.0,GIRO SGP SALUD PUBLICA VIG 2014,9213415
29/01/2015,899999325,MUNICIPIO DE MADRID,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,39065845.0,GIRO SGP SALUD PUBLICA VIG 2014,9213515
29/01/2015,800053552,MUNICIPIO DE TUBARA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ATLANTICO,Nación,6418479.0,GIRO SGP SALUD PUBLICA VIG 2014,9213615
29/01/2015,800116284,ALCALDIA MUNICIPAL DE SANTO TOMAS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ATLANTICO,Nación,15199588.0,GIRO SGP SALUD PUBLICA VIG 2014,9213715
29/01/2015,800035677,MUNICIPIO DE SOPLAVIENTO DPTO DE BOLIVAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,5483259.0,GIRO SGP SALUD PUBLICA VIG 2014,9213815
29/01/2015,890481295,MUNICIPIO DEL GUAMO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,6266033.0,GIRO SGP SALUD PUBLICA VIG 2014,9213915
29/01/2015,806001278,MINICIPIO DE SAN CRISTOBAL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,3876812.0,GIRO SGP SALUD PUBLICA VIG 2014,9214015
29/01/2015,806000701,MUNICIPIO DE CLEMENCIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,8532860.0,GIRO SGP SALUD PUBLICA VIG 2014,9214115
29/01/2015,890201190,MUNICIPIO DE PUERTO WILCHES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,23403362.0,GIRO SGP SALUD PUBLICA VIG 2014,9214215
29/01/2015,800096592,MUNICIPIO DE EL PASO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,27324638.0,GIRO SGP SALUD PUBLICA VIG 2014,9214315
29/01/2015,892301130,MUNICIPIO DE BOSCONIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,28023551.0,GIRO SGP SALUD PUBLICA VIG 2014,9214415
29/01/2015,800095514,MUNICIPIO DE MAHATES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,17235369.0,GIRO SGP SALUD PUBLICA VIG 2014,9214515
29/01/2015,806004900,MUNICIPIO DE ARROYOHONDO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,5704840.0,GIRO SGP SALUD PUBLICA VIG 2014,9214615
29/01/2015,812001675,MUNICIPIO DE COTORRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CORDOBA,Nación,11558506.0,GIRO SGP SALUD PUBLICA VIG 2014,9214815
29/01/2015,800075537,MUNICIPIO DE SAN CARLOS,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CORDOBA,Nación,21277864.0,GIRO SGP SALUD PUBLICA VIG 2014,9214915
29/01/2015,891703045,MUNICIPIO DE PUEBLO VIEJO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE MAGDALENA,Nación,20235595.0,GIRO SGP SALUD PUBLICA VIG 2014,9215015
29/01/2015,890980767,MUNICIPIO DE COPACABANA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ANTIOQUIA,Nación,28976679.0,GIRO SGP SALUD PUBLICA VIG 2014,9215115
29/01/2015,892201282,MUNICIPIO DE SAN JUAN DE BETULIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,7891162.0,GIRO SGP SALUD PUBLICA VIG 2014,9215215
29/01/2015,892201296,MUNICIPIO DE MORROA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SUCRE,Nación,10560433.0,GIRO SGP SALUD PUBLICA VIG 2014,9215315
29/01/2015,800096558,MUNICIPIO DE AGUSTIN CODAZZI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,48880446.0,GIRO SGP SALUD PUBLICA VIG 2014,9215415
29/01/2015,800096576,MUNICIPIO DE BECERRIL,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,13977439.0,GIRO SGP SALUD PUBLICA VIG 2014,9215515
29/01/2015,832000992,ALCALDIA MUNICIPAL DE GRANADA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,3322624.0,GIRO SGP SALUD PUBLICA VIG 2014,9215615
29/01/2015,890204643,MUNICIPIO DE SABANA DE TORRES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE SANTANDER,Nación,21193838.0,GIRO SGP SALUD PUBLICA VIG 2014,9215715
29/01/2015,800250853,MUNICIPIO DE PUERTO SANTANDER,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE NORTE DE SANTANDER,Nación,6113904.0,GIRO SGP SALUD PUBLICA VIG 2014,9215815
29/01/2015,890501876,MUNICIPIO DE SAN CAYETANO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE NORTE DE SANTANDER,Nación,3564664.0,GIRO SGP SALUD PUBLICA VIG 2014,9215915
29/01/2015,800099262,MUNICIPIO DE SANTIAGO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE NORTE DE SANTANDER,Nación,2387404.0,GIRO SGP SALUD PUBLICA VIG 2014,9216015
29/01/2015,890701933,MUNICIPIO DE MELGAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,17964082.0,GIRO SGP SALUD PUBLICA VIG 2014,9216115
29/01/2015,891808260,MUNICIPIO DE BUENAVISTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,2189695.0,GIRO SGP SALUD PUBLICA VIG 2014,9216215
29/01/2015,800100061,ALCALDIA MUNICIPIO DEL LIBANO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,21959458.0,GIRO SGP SALUD PUBLICA VIG 2014,9216315
29/01/2015,892300815,MUNICIPIO DE CHIMICHAGUA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CESAR,Nación,29662659.0,GIRO SGP SALUD PUBLICA VIG 2014,9216415
29/01/2015,800255214,MUNICIPIO HATILLO DE LOBA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,11011989.0,GIRO SGP SALUD PUBLICA VIG 2014,9216515
29/01/2015,806001439,MUNICIPIO DEL PEÑON,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,7180690.0,GIRO SGP SALUD PUBLICA VIG 2014,9216615
29/01/2015,891801368,MUNICIPIO DE PAUNA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,7561092.0,GIRO SGP SALUD PUBLICA VIG 2014,9216715
29/01/2015,891801363,MUNICIPIO DE COPER,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,2859985.0,GIRO SGP SALUD PUBLICA VIG 2014,9216815
29/01/2015,800024789,MUNICIPIO DE MARIPI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,4863902.0,GIRO SGP SALUD PUBLICA VIG 2014,9216915
29/01/2015,891801244,MUNICIPIO DE RAQUIRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOYACA,Nación,5825996.0,GIRO SGP SALUD PUBLICA VIG 2014,9217015
29/01/2015,890480022,MUNICIPIO EL CARMEN DE BOLIVAR DPTO BOLIVAR,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE BOLIVAR,Nación,52932031.0,GIRO SGP SALUD PUBLICA VIG 2014,9217115
29/01/2015,890116278,MUNICIPIO DE PONEDERA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ATLANTICO,Nación,13043264.0,GIRO SGP SALUD PUBLICA VIG 2014,9217215
29/01/2015,800094449,MUNICIPIO DE PALMAR DE VARELA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ATLANTICO,Nación,16546295.0,GIRO SGP SALUD PUBLICA VIG 2014,9217315
29/01/2015,891380038,MUNICIPIO DE CANDELARIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE VALLE DEL CAUCA,Nación,48658412.0,GIRO SGP SALUD PUBLICA VIG 2014,9217415
29/01/2015,890501434,MUNICIPIO DE SAN JOSE DE CUCUTA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE NORTE DE SANTANDER,Nación,298456864.0,GIRO SGP SALUD PUBLICA VIG 2014,9217515
29/01/2015,800100055,MUNICIPIO DE FLANDES,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE TOLIMA,Nación,13588957.0,GIRO SGP SALUD PUBLICA VIG 2014,9217615
29/01/2015,891190431,MUNICIPIO DE ALBANIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAQUETA,Nación,7943290.0,GIRO SGP SALUD PUBLICA VIG 2014,9217715
29/01/2015,800095782,MUNICIPIO DE SAN JOSE DEL FRAGUA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAQUETA,Nación,16328400.0,GIRO SGP SALUD PUBLICA VIG 2014,9217815
29/01/2015,800095773,ALCALDIA DEL MUNICIPIO DE MORELIA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CAQUETA,Nación,4115533.0,GIRO SGP SALUD PUBLICA VIG 2014,9217915
29/01/2015,825000166,MUNICIPIO DE DISTRACCION,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE GUAJIRA,Nación,13480482.0,GIRO SGP SALUD PUBLICA VIG 2014,9218015
29/01/2015,800100519,MUNICIPIO DE FLORIDA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE VALLE DEL CAUCA,Nación,33276015.0,GIRO SGP SALUD PUBLICA VIG 2014,9218115
29/01/2015,891780045,MUNICIPIO DE FUNDACION,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE MAGDALENA,Nación,32905093.0,GIRO SGP SALUD PUBLICA VIG 2014,9218215
29/01/2015,800018689,MUNICIPIO DE TIBACUY,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,2284075.0,GIRO SGP SALUD PUBLICA VIG 2014,9218315
29/01/2015,899999385,MUNICIPIO DE UBALA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,7588973.0,GIRO SGP SALUD PUBLICA VIG 2014,9218415
29/01/2015,800094684,MUNICIPIO DE GAMA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,1586851.0,GIRO SGP SALUD PUBLICA VIG 2014,9218515
29/01/2015,899999331,MUNICIPIO DE GACHETA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE CUNDINAMARCA,Nación,4346129.0,GIRO SGP SALUD PUBLICA VIG 2014,9218615
29/01/2015,890983706,MUNICIPIO DE FRONTINO,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ANTIOQUIA,Nación,14879405.0,GIRO SGP SALUD PUBLICA VIG 2014,9218715
29/01/2015,800100520,MUNICIPIO DE GINEBRA,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE VALLE DEL CAUCA,Nación,12860219.0,GIRO SGP SALUD PUBLICA VIG 2014,9218815
29/01/2015,890981251,MUNICIPIO DE ABRIAQUI,SISTEMA GENERAL DE PARTICIPACIONES SALUD PUBLICA DEPARTAMENTO DE ANTIOQUIA,Nación,2049275.0,GIRO SGP SALUD PUBLICA VIG 2014,9218915
